                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.49467,                0.36082,                0.84105,                 0.8821,                0.89564,                0.93071,                0.83537,                0.50291,                0.43057,                0.83392,               0.004984,               0.004984,               0.004984
                    155,                0.49441,                0.36236,                0.84056,                0.89213,                0.89437,                0.92962,                0.83532,                0.50425,                0.42744,                0.83552,               0.004951,               0.004951,               0.004951
                    156,                0.49664,                0.36044,                0.83886,                 0.9093,                0.89409,                0.93592,                 0.8432,                0.50186,                 0.4239,                0.83196,               0.004918,               0.004918,               0.004918
                    157,                0.49958,                0.36474,                0.84074,                0.89128,                 0.8945,                0.93474,                0.84149,                0.49899,                0.42604,                0.83225,               0.004885,               0.004885,               0.004885
                    158,                0.49533,                0.35986,                0.84035,                0.89682,                0.88962,                0.92869,                0.83715,                0.50166,                0.42812,                  0.835,               0.004852,               0.004852,               0.004852
                    159,                0.49481,                0.36282,                0.83975,                 0.8858,                 0.8983,                0.92487,                0.83382,                0.50003,                0.42323,                0.83401,               0.004819,               0.004819,               0.004819
                    160,                0.48914,                0.35465,                0.83852,                0.88248,                0.90135,                0.92838,                0.83808,                0.50215,                0.42446,                0.83312,               0.004786,               0.004786,               0.004786
                      1,                 4.6586,                 4.8929,                 4.2151,                      0,                      0,                      0,                      0,                 4.7546,                 4.9157,                 4.1679,             0.00014721,             0.00014721,             0.00014721
                      2,                 4.4447,                 4.0835,                 3.9476,                0.00053,                0.00517,                0.00032,                  7e-05,                  4.684,                 5.1889,                 4.2561,             0.00029789,             0.00029789,             0.00029789
                      3,                 4.1288,                 3.6242,                 3.7279,                0.00368,                 0.1198,                0.01096,                0.00392,                  5.053,                   6.08,                 4.4465,             0.00044757,             0.00044757,             0.00044757
                      4,                 3.9735,                 3.5048,                 3.5498,                0.00661,                0.07598,                0.00591,                0.00147,                 3.9755,                 12.003,                 3.6069,              0.0004505,              0.0004505,              0.0004505
                      5,                 3.6928,                 3.2012,                   3.36,                0.00997,                0.05241,                0.00875,                0.00217,                 3.9018,                 60.879,                 4.4389,              0.0004505,              0.0004505,              0.0004505
                      6,                 3.4463,                  2.922,                  3.234,                0.45359,                0.07864,                0.05629,                0.01464,                  3.575,                 2.8706,                 2.9551,             0.00044899,             0.00044899,             0.00044899
                      7,                 3.2972,                 2.7956,                  3.068,                0.21051,                0.09611,                0.03811,                0.00863,                 3.5035,                 2.7159,                 2.8653,             0.00044749,             0.00044749,             0.00044749
                      8,                 3.0856,                 2.5941,                 2.8945,                0.37271,                 0.1018,                0.09055,                0.02978,                  3.123,                 2.4181,                 2.5909,             0.00044599,             0.00044599,             0.00044599
                      9,                 2.9734,                 2.4716,                 2.7658,                0.37441,                0.11384,                0.08498,                 0.0274,                 3.0078,                 2.3407,                 2.4926,             0.00044449,             0.00044449,             0.00044449
                     10,                 2.8426,                 2.3115,                  2.635,                0.52963,                0.13158,                0.11065,                0.03944,                 2.9387,                  2.196,                  2.465,             0.00044299,             0.00044299,             0.00044299
                     11,                 2.7474,                 2.2313,                 2.4977,                0.42695,                  0.129,                0.11377,                   0.04,                 2.6878,                 2.1148,                 2.2661,             0.00044149,             0.00044149,             0.00044149
                     12,                  2.628,                 2.1516,                  2.409,                0.39552,                0.14223,                0.10943,                0.03465,                 2.6719,                 2.1658,                 2.2759,             0.00043998,             0.00043998,             0.00043998
                     13,                  2.571,                 2.0951,                 2.3274,                 0.2554,                0.15758,                0.14602,                0.05712,                 2.6107,                 2.0259,                 2.1769,             0.00043848,             0.00043848,             0.00043848
                     14,                 2.5303,                  1.996,                  2.247,                0.28166,                0.18342,                0.14245,                0.05372,                 2.6854,                 2.0095,                 2.1798,             0.00043698,             0.00043698,             0.00043698
                     15,                 2.4629,                 1.9529,                 2.1871,                0.28221,                 0.2008,                0.20274,                0.08829,                 2.2645,                 1.8844,                 1.9771,             0.00043548,             0.00043548,             0.00043548
                     16,                  2.403,                 1.9025,                 2.1257,                0.50591,                0.21006,                0.21417,                0.08756,                 2.3841,                 1.7698,                 1.9721,             0.00043398,             0.00043398,             0.00043398
                     17,                 2.3384,                 1.8757,                 2.0807,                 0.3606,                0.19351,                0.16249,                0.06503,                 2.4362,                 1.8676,                 2.0455,             0.00043248,             0.00043248,             0.00043248
                     18,                 2.2937,                 1.8485,                 2.0437,                0.37768,                0.18949,                0.17875,                0.07325,                 2.1876,                  1.719,                 1.9008,             0.00043098,             0.00043098,             0.00043098
                     19,                 2.2125,                 1.7712,                 1.9864,                0.52646,                0.26449,                0.30057,                 0.1354,                 2.0976,                 1.6598,                 1.8129,             0.00042947,             0.00042947,             0.00042947
                     20,                 2.1154,                 1.7087,                 1.9111,                0.39131,                  0.279,                0.28858,                 0.1246,                 2.0846,                 1.6332,                  1.771,             0.00042797,             0.00042797,             0.00042797
                     21,                 2.0864,                  1.705,                  1.863,                 0.2651,                 0.2448,                0.23976,                0.10523,                 2.0841,                 1.6715,                 1.7939,             0.00042647,             0.00042647,             0.00042647
                     22,                 2.0333,                 1.7095,                 1.8606,                 0.4761,                0.27889,                0.29961,                0.13678,                 1.9951,                 1.5803,                 1.6925,             0.00042497,             0.00042497,             0.00042497
                     23,                 2.0051,                 1.6399,                 1.8079,                0.50414,                0.30638,                 0.3077,                0.13051,                 2.0578,                 1.5907,                 1.6655,             0.00042347,             0.00042347,             0.00042347
                     24,                 1.9833,                    1.6,                 1.7797,                0.41075,                0.32722,                0.37262,                0.15976,                 2.0346,                 1.4542,                 1.6489,             0.00042197,             0.00042197,             0.00042197
                     25,                 1.9483,                 1.5569,                 1.7437,                0.45329,                0.31109,                0.34506,                0.17496,                 1.8791,                 1.4583,                 1.6115,             0.00042047,             0.00042047,             0.00042047
                     26,                 1.9222,                 1.5384,                 1.7315,                0.46632,                0.27357,                0.33269,                0.16623,                 1.8229,                 1.4178,                 1.5651,             0.00041896,             0.00041896,             0.00041896
                     27,                 1.9099,                 1.5156,                 1.6973,                0.43638,                0.34713,                0.36591,                0.16782,                 2.0823,                 1.5094,                 1.6424,             0.00041746,             0.00041746,             0.00041746
                     28,                 1.8993,                  1.472,                 1.6936,                0.55636,                 0.3168,                0.36377,                0.16749,                 1.7998,                 1.3808,                 1.5334,             0.00041596,             0.00041596,             0.00041596
                     29,                 1.8253,                 1.4671,                 1.6541,                0.47997,                0.35459,                0.37887,                0.19396,                 1.7647,                 1.3644,                 1.5315,             0.00041446,             0.00041446,             0.00041446
                     30,                 1.7401,                 1.3879,                 1.6147,                0.37184,                0.36928,                0.33986,                0.16266,                 1.8826,                 1.4489,                 1.5864,             0.00041296,             0.00041296,             0.00041296
                     31,                 1.7578,                 1.4063,                 1.6156,                 0.3762,                0.37642,                0.38158,                 0.1962,                 1.7408,                  1.357,                 1.5075,             0.00041146,             0.00041146,             0.00041146
                     32,                 1.7156,                 1.3441,                 1.5675,                0.46954,                0.39582,                0.41133,                0.19552,                 1.7289,                 1.2777,                 1.4708,             0.00040995,             0.00040995,             0.00040995
                     33,                 1.6903,                 1.3561,                 1.5431,                0.43217,                0.37278,                0.39231,                 0.2022,                 1.7133,                 1.3193,                 1.4589,             0.00040845,             0.00040845,             0.00040845
                     34,                   1.64,                 1.3148,                 1.5389,                0.47795,                0.39546,                0.42723,                0.23907,                 1.5953,                  1.239,                 1.4219,             0.00040695,             0.00040695,             0.00040695
                     35,                  1.607,                 1.3015,                  1.512,                0.54864,                0.39369,                0.42975,                0.23361,                 1.5743,                 1.2438,                 1.4082,             0.00040545,             0.00040545,             0.00040545
                     36,                 1.5607,                 1.2658,                 1.4872,                0.51645,                0.43122,                0.42676,                0.24837,                 1.4869,                 1.2784,                 1.3829,             0.00040395,             0.00040395,             0.00040395
                     37,                 1.5661,                 1.2683,                 1.4722,                0.56941,                0.36677,                0.41737,                0.24493,                 1.4735,                 1.2443,                 1.3566,             0.00040245,             0.00040245,             0.00040245
                     38,                 1.5593,                 1.2428,                 1.4569,                0.61194,                0.35577,                0.42002,                0.23208,                 1.6583,                 1.2479,                 1.4169,             0.00040095,             0.00040095,             0.00040095
                     39,                  1.587,                 1.2214,                 1.4482,                0.36175,                0.39213,                0.38661,                0.19977,                 1.6873,                 1.3254,                 1.4275,             0.00039944,             0.00039944,             0.00039944
                     40,                 1.5815,                 1.2473,                 1.4419,                0.41018,                0.47162,                0.45482,                0.27419,                 1.5226,                 1.1873,                 1.3338,             0.00039794,             0.00039794,             0.00039794
                     41,                 1.5433,                 1.2329,                 1.4372,                0.56594,                0.44373,                0.44053,                0.25367,                 1.5605,                 1.2378,                  1.347,             0.00039644,             0.00039644,             0.00039644
                     42,                 1.4772,                 1.1928,                 1.4074,                0.49356,                0.45603,                0.46567,                 0.2755,                 1.4594,                 1.1636,                 1.3219,             0.00039494,             0.00039494,             0.00039494
                     43,                 1.4935,                 1.1815,                 1.3878,                0.44468,                0.46681,                 0.4382,                0.25601,                 1.5079,                 1.1769,                 1.3373,             0.00039344,             0.00039344,             0.00039344
                     44,                 1.4592,                 1.1501,                 1.3791,                0.55866,                0.42549,                0.48391,                 0.2804,                 1.4807,                 1.1329,                 1.3103,             0.00039194,             0.00039194,             0.00039194
                     45,                 1.5123,                  1.193,                 1.3875,                0.50984,                0.42853,                0.47405,                 0.2824,                 1.4264,                 1.1773,                 1.3114,             0.00039044,             0.00039044,             0.00039044
                     46,                 1.4189,                 1.1691,                 1.3553,                0.49112,                0.46239,                0.47411,                0.29359,                 1.3922,                 1.2026,                 1.2854,             0.00038893,             0.00038893,             0.00038893
                     47,                 1.4499,                 1.1555,                  1.358,                0.58029,                0.49192,                0.49586,                0.30155,                 1.3757,                 1.0925,                 1.2706,             0.00038743,             0.00038743,             0.00038743
                     48,                 1.4306,                 1.1067,                 1.3258,                0.55036,                0.46997,                0.49232,                0.31536,                 1.4253,                 1.1903,                 1.2694,             0.00038593,             0.00038593,             0.00038593
                     49,                 1.4245,                 1.1276,                 1.3401,                0.44893,                0.53968,                0.51188,                0.32557,                 1.3568,                 1.0814,                 1.2448,             0.00038443,             0.00038443,             0.00038443
                     50,                 1.3664,                  1.059,                 1.2944,                0.65674,                0.44672,                0.50782,                0.31531,                 1.3593,                  1.079,                 1.2334,             0.00038293,             0.00038293,             0.00038293
                     51,                 1.3709,                 1.0556,                 1.2903,                0.70267,                0.42841,                0.52605,                 0.3236,                 1.3585,                 1.0611,                 1.2484,             0.00038143,             0.00038143,             0.00038143
                     52,                 1.3664,                 1.0518,                 1.2811,                0.56377,                0.47279,                0.49653,                 0.3047,                  1.353,                 1.0889,                 1.2461,             0.00037993,             0.00037993,             0.00037993
                     53,                 1.3737,                 1.0699,                 1.2816,                0.52427,                0.53504,                 0.5063,                0.32052,                 1.3749,                 1.0737,                 1.2217,             0.00037842,             0.00037842,             0.00037842
                     54,                 1.3426,                  1.071,                 1.2886,                0.56308,                0.50307,                0.48893,                0.29449,                 1.4335,                 1.1078,                 1.2467,             0.00037692,             0.00037692,             0.00037692
                     55,                 1.3548,                 1.0668,                 1.2817,                0.60252,                0.52698,                0.53076,                0.34795,                 1.3534,                  1.052,                 1.2288,             0.00037542,             0.00037542,             0.00037542
                     56,                 1.2982,                 1.0374,                 1.2418,                0.59548,                0.48433,                0.52165,                0.34003,                  1.377,                 1.0668,                 1.2108,             0.00037392,             0.00037392,             0.00037392
                     57,                 1.2914,                 1.0292,                 1.2564,                0.54623,                0.48696,                0.52108,                0.31523,                 1.4224,                 1.0706,                 1.2368,             0.00037242,             0.00037242,             0.00037242
                     58,                 1.2995,                 1.0034,                 1.2382,                0.56988,                  0.525,                0.53038,                0.34866,                 1.3024,                 1.0995,                 1.1893,             0.00037092,             0.00037092,             0.00037092
                     59,                 1.2994,                 1.0448,                 1.2476,                0.55731,                0.56579,                 0.5352,                0.35684,                 1.2963,                 1.0633,                 1.1997,             0.00036941,             0.00036941,             0.00036941
                     60,                 1.2711,                 1.0046,                 1.2275,                0.56553,                0.52389,                0.50353,                0.32386,                 1.2724,                  1.046,                  1.188,             0.00036791,             0.00036791,             0.00036791
                     61,                 1.2898,                 1.0325,                 1.2286,                 0.6254,                0.53067,                0.55384,                0.35547,                 1.3214,                 1.0367,                  1.201,             0.00036641,             0.00036641,             0.00036641
                     62,                 1.2771,                 1.0267,                 1.2207,                0.58886,                 0.4597,                0.51465,                0.33463,                 1.2805,                 1.0387,                 1.1731,             0.00036491,             0.00036491,             0.00036491
                     63,                 1.2604,                 1.0056,                 1.2068,                0.60027,                0.48258,                0.51828,                0.35247,                  1.295,                 1.0584,                 1.1818,             0.00036341,             0.00036341,             0.00036341
                     64,                 1.2357,                0.99097,                 1.2024,                0.62189,                0.57595,                0.53145,                0.33055,                 1.3467,                 1.0735,                 1.1883,             0.00036191,             0.00036191,             0.00036191
                     65,                 1.2398,                0.98778,                 1.1926,                0.69553,                0.48855,                0.54834,                0.36115,                 1.2433,                 1.0038,                 1.1693,             0.00036041,             0.00036041,             0.00036041
                     66,                 1.2237,                0.96298,                 1.1913,                0.62596,                 0.5553,                0.55376,                0.35654,                  1.208,                 1.0176,                 1.1495,              0.0003589,              0.0003589,              0.0003589
                     67,                 1.1912,                0.95632,                 1.1809,                 0.6328,                0.55181,                0.56898,                0.37195,                 1.2445,                0.99514,                 1.1464,              0.0003574,              0.0003574,              0.0003574
                     68,                 1.2039,                0.96035,                 1.1819,                0.60794,                0.49825,                0.55407,                 0.3621,                 1.2792,                 1.0144,                 1.1801,              0.0003559,              0.0003559,              0.0003559
                     69,                 1.2325,                0.98318,                 1.1725,                0.58177,                0.49436,                0.51953,                0.35071,                 1.2356,                 1.0578,                 1.1522,              0.0003544,              0.0003544,              0.0003544
                     70,                 1.1885,                0.95643,                 1.1547,                0.73733,                0.50845,                0.54588,                0.36116,                 1.2776,                 1.0074,                 1.1555,              0.0003529,              0.0003529,              0.0003529
                     71,                 1.1907,                 0.9419,                  1.156,                0.71411,                0.49943,                0.55437,                0.37831,                 1.1561,                0.98571,                  1.115,              0.0003514,              0.0003514,              0.0003514
                     72,                 1.2004,                0.92913,                 1.1571,                0.70623,                0.55204,                0.57024,                0.37663,                 1.2005,                0.93925,                 1.1201,             0.00034989,             0.00034989,             0.00034989
                     73,                 1.1828,                0.91758,                 1.1454,                0.79005,                 0.4806,                0.55999,                0.35986,                 1.2148,                0.99089,                 1.1238,             0.00034839,             0.00034839,             0.00034839
                     74,                 1.1622,                0.92205,                 1.1422,                0.62803,                0.63551,                0.63241,                0.42928,                 1.2056,                0.96355,                 1.1185,             0.00034689,             0.00034689,             0.00034689
                     75,                 1.1854,                0.92538,                 1.1401,                0.75005,                0.50408,                0.55675,                0.37533,                 1.2154,                0.99277,                 1.1183,             0.00034539,             0.00034539,             0.00034539
                     76,                 1.1757,                0.93219,                 1.1354,                 0.6311,                0.54419,                0.53211,                0.34938,                 1.1959,                 1.0094,                 1.1204,             0.00034389,             0.00034389,             0.00034389
                     77,                 1.1838,                0.90881,                 1.1234,                0.71657,                0.53796,                0.58803,                0.39416,                 1.2804,                 0.9882,                 1.1387,             0.00034239,             0.00034239,             0.00034239
                     78,                 1.1356,                0.89817,                 1.1171,                0.68128,                0.63665,                0.63669,                0.44172,                 1.1667,                0.97296,                 1.0969,             0.00034089,             0.00034089,             0.00034089
                     79,                 1.1193,                0.86942,                 1.1119,                0.66312,                0.51078,                0.55933,                0.38781,                 1.1587,                0.96871,                 1.0966,             0.00033938,             0.00033938,             0.00033938
                     80,                 1.1598,                0.90305,                 1.1267,                0.64013,                0.59537,                 0.5639,                0.37971,                 1.3056,                0.98863,                 1.1201,             0.00033788,             0.00033788,             0.00033788
                     81,                 1.1725,                0.89851,                 1.1222,                0.64627,                0.48316,                0.53727,                0.36287,                 1.1886,                 0.9868,                 1.1073,             0.00033638,             0.00033638,             0.00033638
                     82,                 1.1292,                0.87447,                 1.1086,                0.76416,                0.47738,                0.54364,                0.37424,                 1.1382,                0.97138,                 1.0863,             0.00033488,             0.00033488,             0.00033488
                     83,                 1.0988,                 0.8613,                 1.0923,                0.74031,                0.51696,                0.60446,                0.42237,                 1.1073,                0.91345,                 1.0841,             0.00033338,             0.00033338,             0.00033338
                     84,                 1.1008,                0.85318,                 1.0911,                0.60979,                0.59239,                0.60622,                0.42013,                 1.1868,                0.92739,                 1.1029,             0.00033188,             0.00033188,             0.00033188
                     85,                 1.0925,                 0.8519,                 1.0916,                0.62364,                0.59444,                0.59706,                0.40629,                 1.2075,                0.93251,                 1.0987,             0.00033038,             0.00033038,             0.00033038
                     86,                 1.1085,                 0.8527,                 1.0897,                0.67457,                0.58987,                 0.5956,                0.40327,                 1.2217,                0.93311,                 1.0905,             0.00032887,             0.00032887,             0.00032887
                     87,                 1.1152,                0.84018,                 1.0816,                0.70921,                0.51941,                0.58002,                0.39806,                 1.1234,                0.94785,                 1.0679,             0.00032737,             0.00032737,             0.00032737
                     88,                  1.138,                0.87163,                 1.0929,                0.66426,                0.57142,                 0.6071,                0.41788,                 1.1268,                0.95171,                 1.0802,             0.00032587,             0.00032587,             0.00032587
                     89,                 1.1063,                0.84503,                 1.0838,                0.67142,                 0.5708,                 0.5668,                0.39849,                 1.1035,                0.93748,                 1.0682,             0.00032437,             0.00032437,             0.00032437
                     90,                 1.0812,                0.81374,                 1.0779,                0.76166,                0.53535,                0.59085,                0.41641,                 1.1391,                0.89786,                 1.0804,             0.00032287,             0.00032287,             0.00032287
                     91,                 1.1055,                 0.8534,                 1.0816,                0.65313,                0.53346,                0.57194,                0.39114,                 1.1698,                0.95975,                 1.0787,             0.00032137,             0.00032137,             0.00032137
                     92,                 1.0602,                0.81162,                 1.0664,                0.70516,                0.56692,                0.58562,                0.39963,                 1.2039,                0.91699,                 1.0962,             0.00031986,             0.00031986,             0.00031986
                     93,                 1.0872,                 0.8262,                  1.062,                0.71237,                 0.5276,                0.59878,                 0.4121,                 1.1941,                0.98424,                 1.0777,             0.00031836,             0.00031836,             0.00031836
                     94,                 1.0718,                0.83387,                 1.0681,                0.70061,                0.58841,                0.60868,                0.42901,                 1.1418,                0.95853,                 1.0548,             0.00031686,             0.00031686,             0.00031686
                     95,                 1.0544,                 0.8141,                 1.0582,                0.63358,                0.57859,                0.62204,                0.44015,                 1.1573,                0.90582,                 1.0728,             0.00031536,             0.00031536,             0.00031536
                     96,                 1.0479,                0.79532,                 1.0529,                0.58808,                0.61382,                0.58067,                0.41173,                 1.1659,                0.93497,                 1.0614,             0.00031386,             0.00031386,             0.00031386
                     97,                 1.0715,                 0.8164,                 1.0553,                0.65738,                0.57694,                0.60394,                0.39954,                 1.1862,                0.99348,                 1.1007,             0.00031236,             0.00031236,             0.00031236
                     98,                 1.0694,                0.81117,                 1.0531,                 0.6438,                0.54841,                0.57444,                0.40804,                 1.1442,                0.94385,                  1.066,             0.00031086,             0.00031086,             0.00031086
                     99,                  1.052,                0.79568,                 1.0478,                0.67273,                0.60436,                0.59762,                0.40836,                 1.1902,                0.94659,                 1.0583,             0.00030935,             0.00030935,             0.00030935
                    100,                 1.0426,                 0.7912,                 1.0497,                0.64478,                0.60498,                0.58173,                0.41569,                  1.135,                0.89097,                 1.0572,             0.00030785,             0.00030785,             0.00030785
                    101,                 1.0593,                 0.8107,                 1.0509,                0.62889,                 0.6052,                0.59341,                0.40911,                 1.1628,                0.91774,                 1.0682,             0.00030635,             0.00030635,             0.00030635
                    102,                 1.0339,                0.79096,                 1.0428,                0.66665,                0.58367,                0.58499,                0.40637,                 1.1453,                 0.9666,                  1.065,             0.00030485,             0.00030485,             0.00030485
                    103,                 1.0345,                0.79166,                 1.0462,                0.68783,                0.54326,                0.59197,                0.41879,                 1.1129,                0.91109,                 1.0511,             0.00030335,             0.00030335,             0.00030335
                    104,                 1.0486,                0.79737,                 1.0477,                0.72046,                0.53926,                0.57456,                0.41367,                 1.0947,                0.90994,                 1.0473,             0.00030185,             0.00030185,             0.00030185
                    105,                 1.0272,                0.79359,                 1.0427,                0.74382,                 0.5077,                0.55407,                0.37881,                 1.1651,                0.95331,                 1.0625,             0.00030035,             0.00030035,             0.00030035
                    106,                 1.0298,                0.77818,                 1.0429,                0.67964,                0.56119,                 0.5737,                0.38925,                 1.1368,                0.93991,                 1.0594,             0.00029884,             0.00029884,             0.00029884
                    107,                 1.0323,                0.78048,                  1.035,                0.68055,                0.61526,                0.61163,                0.42744,                  1.082,                0.88986,                 1.0368,             0.00029734,             0.00029734,             0.00029734
                    108,                 1.0172,                  0.763,                 1.0292,                0.72335,                0.56303,                0.60073,                0.41485,                  1.128,                0.91054,                 1.0478,             0.00029584,             0.00029584,             0.00029584
                    109,                 1.0123,                0.76943,                  1.026,                0.65499,                0.59304,                0.59065,                0.42186,                 1.1259,                0.94493,                 1.0577,             0.00029434,             0.00029434,             0.00029434
                    110,                 1.0062,                 0.7612,                 1.0271,                0.66604,                0.61071,                0.61119,                0.44294,                 1.1566,                0.90976,                 1.0504,             0.00029284,             0.00029284,             0.00029284
                    111,                0.99217,                0.74934,                 1.0188,                0.68078,                0.57683,                0.59909,                0.42165,                 1.1791,                0.89855,                  1.062,             0.00029134,             0.00029134,             0.00029134
                    112,                 1.0109,                0.77555,                 1.0226,                0.74699,                0.48716,                0.58961,                0.41093,                 1.1823,                0.93988,                 1.0684,             0.00028984,             0.00028984,             0.00028984
                    113,                 1.0023,                0.76684,                 1.0258,                0.70306,                0.55768,                0.59077,                0.42603,                  1.096,                0.87475,                  1.044,             0.00028833,             0.00028833,             0.00028833
                    114,                 1.0051,                0.75329,                  1.023,                0.75823,                0.52229,                0.60305,                0.43339,                 1.0897,                0.90121,                 1.0461,             0.00028683,             0.00028683,             0.00028683
                    115,                 0.9893,                0.75008,                 1.0179,                0.67919,                0.58868,                0.60097,                0.45141,                 1.0896,                0.91725,                 1.0334,             0.00028533,             0.00028533,             0.00028533
                    116,                0.98605,                0.74479,                 1.0171,                 0.7462,                0.52202,                0.60039,                0.44413,                  1.129,                0.91925,                 1.0481,             0.00028383,             0.00028383,             0.00028383
                    117,                0.99078,                0.76631,                 1.0127,                0.70969,                0.55874,                0.58882,                0.41587,                 1.1948,                0.94813,                 1.0649,             0.00028233,             0.00028233,             0.00028233
                    118,                0.97804,                0.74141,                 1.0143,                0.70213,                 0.5654,                0.61239,                0.44418,                 1.1074,                0.90333,                 1.0286,             0.00028083,             0.00028083,             0.00028083
                    119,                0.98364,                0.73678,                 1.0115,                0.71821,                0.54399,                0.58862,                0.42411,                  1.096,                0.88483,                 1.0255,             0.00027932,             0.00027932,             0.00027932
                    120,                0.98673,                0.74166,                 1.0089,                0.65118,                0.62767,                0.61815,                0.42205,                 1.0914,                0.91286,                 1.0381,             0.00027782,             0.00027782,             0.00027782
                    121,                0.97499,                0.73407,                0.99648,                0.72556,                0.59947,                0.65651,                0.45268,                 1.0873,                0.89648,                 1.0264,             0.00027632,             0.00027632,             0.00027632
                    122,                0.97856,                0.72444,                 1.0008,                0.73865,                0.57387,                0.61648,                0.44149,                 1.1034,                0.92478,                 1.0426,             0.00027482,             0.00027482,             0.00027482
                    123,                 0.9839,                0.73801,                 1.0065,                0.79616,                0.56197,                0.66124,                0.46636,                  1.137,                0.88235,                 1.0453,             0.00027332,             0.00027332,             0.00027332
                    124,                0.98013,                0.74039,                 1.0018,                0.65839,                0.62607,                0.64118,                0.45662,                 1.0463,                0.85617,                 1.0183,             0.00027182,             0.00027182,             0.00027182
                    125,                0.96001,                0.71055,                0.99621,                0.68256,                0.58171,                0.60813,                0.44104,                 1.0883,                0.88797,                 1.0271,             0.00027032,             0.00027032,             0.00027032
                    126,                0.95119,                0.70832,                0.99492,                0.77949,                0.55504,                 0.6464,                0.47107,                 1.1128,                0.89554,                 1.0367,             0.00026881,             0.00026881,             0.00026881
                    127,                0.94597,                0.69495,                0.99284,                0.66216,                0.61188,                0.61713,                0.44647,                 1.1337,                0.89315,                 1.0411,             0.00026731,             0.00026731,             0.00026731
                    128,                0.95995,                0.71507,                0.99385,                0.64183,                0.62641,                 0.5846,                   0.42,                 1.1222,                0.89619,                 1.0323,             0.00026581,             0.00026581,             0.00026581
                    129,                0.95894,                0.71541,                0.99611,                  0.666,                0.63186,                0.63177,                0.44428,                 1.1209,                0.89271,                 1.0369,             0.00026431,             0.00026431,             0.00026431
                    130,                0.98148,                0.72738,                      1,                0.67192,                0.63186,                0.64161,                0.45426,                 1.0754,                0.89348,                 1.0183,             0.00026281,             0.00026281,             0.00026281
                    131,                0.94741,                 0.7085,                0.98691,                0.75407,                0.52757,                0.63412,                0.46213,                 1.0805,                0.84251,                 1.0159,             0.00026131,             0.00026131,             0.00026131
                    132,                0.94093,                0.69451,                0.98745,                0.57494,                0.69892,                0.66027,                0.46793,                 1.0704,                 0.8912,                 1.0156,              0.0002598,              0.0002598,              0.0002598
                    133,                0.94125,                0.68252,                0.98134,                0.67845,                0.61785,                0.60589,                0.44343,                 1.0569,                0.87621,                 1.0073,              0.0002583,              0.0002583,              0.0002583
                    134,                0.94343,                0.69105,                0.98893,                0.68563,                0.62399,                0.64097,                 0.4564,                 1.0849,                0.85418,                 1.0209,              0.0002568,              0.0002568,              0.0002568
                    135,                0.92471,                0.67496,                0.98398,                0.75079,                0.59899,                0.67098,                0.47476,                 1.0851,                0.87097,                 1.0227,              0.0002553,              0.0002553,              0.0002553
                    136,                0.93696,                 0.6802,                 0.9812,                0.74819,                0.62843,                0.66433,                0.46179,                 1.0917,                0.86953,                 1.0309,              0.0002538,              0.0002538,              0.0002538
                    137,                0.93863,                0.69001,                0.97969,                 0.7073,                0.60264,                0.64262,                0.45481,                 1.0808,                0.87083,                 1.0154,              0.0002523,              0.0002523,              0.0002523
                    138,                0.92783,                 0.6707,                0.98208,                 0.7582,                0.54532,                0.64822,                0.45116,                 1.1142,                0.88686,                 1.0358,              0.0002508,              0.0002508,              0.0002508
                    139,                0.92629,                0.68815,                 0.9783,                0.64687,                0.60966,                0.63992,                0.44009,                 1.1125,                0.85849,                 1.0255,             0.00024929,             0.00024929,             0.00024929
                    140,                0.93547,                0.66797,                0.98305,                0.76142,                0.52823,                0.63555,                0.43633,                 1.1009,                0.86587,                 1.0248,             0.00024779,             0.00024779,             0.00024779
                    141,                0.91671,                0.67364,                0.97742,                0.75404,                0.53265,                0.61564,                0.43607,                 1.0747,                0.86287,                 1.0193,             0.00024629,             0.00024629,             0.00024629
                    142,                0.92294,                0.66474,                0.97015,                0.63618,                0.61775,                0.62369,                0.44383,                 1.0355,                0.86548,                 1.0019,             0.00024479,             0.00024479,             0.00024479
                    143,                0.93042,                0.66465,                0.98151,                 0.7138,                 0.6381,                0.63493,                 0.4612,                 1.0671,                0.86135,                 1.0066,             0.00024329,             0.00024329,             0.00024329
                    144,                0.93149,                0.66982,                0.97655,                0.67857,                0.58698,                0.59117,                0.42714,                 1.0814,                0.85892,                 1.0136,             0.00024179,             0.00024179,             0.00024179
                    145,                0.92191,                0.67515,                 0.9777,                0.79101,                0.59244,                0.66329,                0.48653,                 1.0692,                0.87635,                 1.0107,             0.00024029,             0.00024029,             0.00024029
                    146,                 0.9067,                0.65903,                0.95856,                0.65957,                0.63067,                0.65551,                0.46243,                 1.0681,                0.83901,                 1.0149,             0.00023878,             0.00023878,             0.00023878
                    147,                0.89711,                0.64023,                0.95843,                0.70616,                0.59892,                0.63917,                0.47501,                 1.0744,                0.85227,                 1.0117,             0.00023728,             0.00023728,             0.00023728
                    148,                0.89745,                0.64775,                0.95597,                0.67171,                0.64761,                 0.6421,                0.46468,                 1.0459,                  0.841,                 1.0038,             0.00023578,             0.00023578,             0.00023578
