                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.62695,                0.53226,                0.88434,                0.87425,                0.88565,                0.92217,                 0.8123,                0.54769,                0.48156,                 0.8497,               0.004885,               0.004885,               0.004885
                    158,                0.62401,                0.53326,                0.88473,                0.88033,                0.87423,                0.91661,                0.80835,                0.54903,                0.49093,                0.84981,               0.004852,               0.004852,               0.004852
                    159,                  0.624,                0.53708,                 0.8834,                0.89169,                0.87194,                0.92002,                 0.8129,                0.54484,                0.48533,                 0.8474,               0.004819,               0.004819,               0.004819
                    160,                0.61735,                0.52827,                0.88177,                0.90018,                0.86344,                0.91902,                0.81313,                0.54295,                0.47793,                0.84766,               0.004786,               0.004786,               0.004786
                    161,                0.62199,                0.52727,                0.88535,                0.89145,                0.88454,                0.92224,                0.81703,                0.54435,                0.47207,                0.84665,               0.004753,               0.004753,               0.004753
                    162,                0.61908,                0.53211,                0.88282,                 0.8833,                0.88201,                0.92071,                0.81051,                0.54439,                0.47522,                0.84698,                0.00472,                0.00472,                0.00472
                    163,                0.61868,                0.52647,                0.88215,                0.89858,                0.86739,                 0.9195,                0.81057,                0.54576,                0.47931,                0.84768,               0.004687,               0.004687,               0.004687
                    164,                0.61924,                0.52637,                0.88074,                0.90367,                0.86047,                 0.9206,                0.81175,                0.54469,                0.47704,                0.84695,               0.004654,               0.004654,               0.004654
                    165,                0.61862,                0.52771,                0.88301,                0.88703,                0.88522,                0.92385,                 0.8159,                0.54654,                0.47528,                0.84888,               0.004621,               0.004621,               0.004621
                    166,                0.61444,                0.51959,                0.88125,                0.88823,                0.88253,                0.92181,                0.81486,                0.54576,                 0.4781,                  0.849,               0.004588,               0.004588,               0.004588
                    167,                0.61805,                0.52436,                0.88142,                0.89749,                0.86329,                0.92035,                0.81443,                0.54306,                0.48169,                0.84855,               0.004555,               0.004555,               0.004555
                    168,                0.61649,                0.52428,                0.88014,                0.90361,                0.86341,                0.92339,                0.81554,                0.54372,                0.48189,                0.84795,               0.004522,               0.004522,               0.004522
                    169,                0.61127,                0.51759,                0.87973,                0.89974,                0.86792,                0.92123,                0.81088,                0.54476,                0.47723,                0.84888,               0.004489,               0.004489,               0.004489
                    170,                0.61279,                0.51887,                0.88067,                 0.8789,                0.89758,                 0.9232,                0.81647,                0.54386,                0.47609,                0.84754,               0.004456,               0.004456,               0.004456
                    171,                0.61018,                0.51707,                0.87936,                0.87892,                0.88646,                0.92521,                0.81635,                0.54368,                0.47559,                0.84892,               0.004423,               0.004423,               0.004423
                    172,                0.61202,                0.52344,                0.88263,                0.88546,                0.86877,                 0.9209,                0.81245,                0.54619,                0.47844,                0.85022,                0.00439,                0.00439,                0.00439
                    173,                0.61446,                0.51893,                0.88105,                0.88078,                0.87141,                0.91696,                0.80561,                0.54527,                0.47836,                0.84931,               0.004357,               0.004357,               0.004357
                    174,                 0.6093,                0.51355,                0.87742,                0.88531,                0.87832,                 0.9181,                 0.8105,                 0.5445,                0.47781,                0.84758,               0.004324,               0.004324,               0.004324
                    175,                 0.6086,                0.51292,                0.87914,                0.89614,                0.86959,                0.92056,                0.81322,                0.53853,                0.47129,                0.84602,               0.004291,               0.004291,               0.004291
                    176,                0.60784,                0.51047,                0.87716,                0.89126,                0.87503,                0.92065,                0.81405,                0.54038,                 0.4717,                0.84579,               0.004258,               0.004258,               0.004258
                    177,                 0.6092,                 0.5137,                0.87851,                0.88166,                0.87378,                0.91921,                0.81526,                0.53954,                0.46998,                0.84649,               0.004225,               0.004225,               0.004225
                    178,                0.61081,                0.51644,                0.87733,                0.87946,                 0.8838,                0.92045,                 0.8167,                0.53758,                0.47022,                0.84513,               0.004192,               0.004192,               0.004192
                    179,                0.61337,                0.51528,                0.87738,                0.87871,                0.88572,                0.92301,                0.81762,                0.53777,                0.46875,                0.84578,               0.004159,               0.004159,               0.004159
                    180,                0.60413,                0.50682,                0.87605,                0.87055,                0.89592,                0.92059,                0.81603,                0.53848,                0.47082,                 0.8458,               0.004126,               0.004126,               0.004126
                    181,                 0.6056,                0.50096,                0.87625,                0.87738,                0.88892,                0.92109,                 0.8148,                0.53784,                0.46868,                0.84537,               0.004093,               0.004093,               0.004093
                    182,                0.60768,                0.51149,                0.87639,                0.88514,                0.87862,                0.92039,                0.81619,                0.53872,                 0.4725,                0.84716,                0.00406,                0.00406,                0.00406
                    183,                0.60301,                0.50206,                0.87606,                0.88784,                0.86954,                0.92178,                0.81286,                0.54016,                0.46738,                0.84738,               0.004027,               0.004027,               0.004027
                    184,                0.59692,                0.50039,                0.87666,                0.89959,                0.87409,                0.91931,                0.81377,                0.53638,                0.46857,                0.84624,               0.003994,               0.003994,               0.003994
                    185,                 0.5994,                0.49891,                0.87623,                0.89094,                0.87487,                0.92081,                0.81314,                0.53407,                0.46706,                0.84565,               0.003961,               0.003961,               0.003961
                    186,                 0.6036,                0.50178,                0.87419,                0.89767,                0.87725,                0.92212,                0.81369,                0.53524,                0.46624,                0.84689,               0.003928,               0.003928,               0.003928
